TCA,RundleQPct,Rundle,Matches,W,L,T
3,0.459,"C Corridor Div 2",124,64,48,12
2,0.459,"C Corridor Div 2",86,19,53,14
1,0.459,"C Corridor Div 2",41,6,27,8
0,0.459,"C Corridor Div 2",13,0,11,2
6,0.524,"C Fjord",13,12,0,1
5,0.524,"C Fjord",80,67,2,11
4,0.524,"C Fjord",199,106,59,34
3,0.524,"C Fjord",197,85,95,17
2,0.524,"C Fjord",156,35,102,19
1,0.524,"C Fjord",53,6,41,6
0,0.524,"C Fjord",12,0,12,0
6,0.563,"C Frontier",16,16,0,0
5,0.563,"C Frontier",124,91,19,14
4,0.563,"C Frontier",201,112,53,36
3,0.563,"C Frontier",221,65,122,34
2,0.563,"C Frontier",120,25,78,17
1,0.563,"C Frontier",41,2,34,5
0,0.563,"C Frontier",5,0,5,0
6,0.485,"C Highland Div 1",4,4,0,0
5,0.485,"C Highland Div 1",45,37,1,7
4,0.485,"C Highland Div 1",96,61,25,10
3,0.485,"C Highland Div 1",126,50,57,19
2,0.485,"C Highland Div 1",101,28,58,15
1,0.485,"C Highland Div 1",51,8,37,6
0,0.485,"C Highland Div 1",11,0,10,1
6,0.485,"C Highland Div 2",7,7,0,0
5,0.485,"C Highland Div 2",31,26,3,2
4,0.485,"C Highland Div 2",105,61,26,18
3,0.485,"C Highland Div 2",122,55,53,14
2,0.485,"C Highland Div 2",96,26,57,13
1,0.485,"C Highland Div 2",44,5,30,9
0,0.485,"C Highland Div 2",13,0,11,2
6,0.537,"C Horizon Div 1",10,8,0,2
5,0.537,"C Horizon Div 1",50,40,5,5
4,0.537,"C Horizon Div 1",109,65,28,16
3,0.537,"C Horizon Div 1",137,43,70,24
2,0.537,"C Horizon Div 1",57,12,37,8
1,0.537,"C Horizon Div 1",15,1,7,7
0,0.537,"C Horizon Div 1",22,0,22,0
6,0.568,"C Horizon Div 2",13,11,0,2
5,0.568,"C Horizon Div 2",80,69,6,5
4,0.568,"C Horizon Div 2",126,62,47,17
3,0.568,"C Horizon Div 2",107,38,52,17
2,0.568,"C Horizon Div 2",80,9,57,14
1,0.568,"C Horizon Div 2",30,2,27,1
0,0.568,"C Horizon Div 2",2,0,2,0
6,0.549,"C Laguna Div 1",10,10,0,0
5,0.549,"C Laguna Div 1",75,63,11,1
4,0.549,"C Laguna Div 1",164,90,45,29
3,0.549,"C Laguna Div 1",147,51,68,28
2,0.549,"C Laguna Div 1",87,11,60,16
1,0.549,"C Laguna Div 1",42,3,37,2
0,0.549,"C Laguna Div 1",7,0,7,0
6,0.532,"C Laguna Div 2",8,8,0,0
5,0.532,"C Laguna Div 2",75,68,6,1
4,0.532,"C Laguna Div 2",134,68,44,22
3,0.532,"C Laguna Div 2",154,64,61,29
2,0.532,"C Laguna Div 2",102,19,74,9
1,0.532,"C Laguna Div 2",44,1,39,4
0,0.532,"C Laguna Div 2",5,0,4,1
6,0.554,"C Magnolia Div 1",18,18,0,0
5,0.554,"C Magnolia Div 1",99,75,15,9
4,0.554,"C Magnolia Div 1",202,104,60,38
3,0.554,"C Magnolia Div 1",180,70,85,25
2,0.554,"C Magnolia Div 1",112,18,80,14
1,0.554,"C Magnolia Div 1",38,1,33,4
0,0.554,"C Magnolia Div 1",13,0,13,0
6,0.563,"C Magnolia Div 2",13,13,0,0
5,0.563,"C Magnolia Div 2",112,83,15,14
4,0.563,"C Magnolia Div 2",203,119,67,17
3,0.563,"C Magnolia Div 2",188,61,104,23
2,0.563,"C Magnolia Div 2",121,24,79,18
1,0.563,"C Magnolia Div 2",37,2,31,4
0,0.563,"C Magnolia Div 2",6,0,6,0
6,0.521,"C Maritime",7,7,0,0
5,0.521,"C Maritime",66,56,5,5
4,0.521,"C Maritime",167,98,40,29
3,0.521,"C Maritime",203,72,91,40
2,0.521,"C Maritime",116,24,74,18
1,0.521,"C Maritime",49,5,40,4
0,0.521,"C Maritime",12,0,12,0
6,0.587,"C Memorial Div 1",17,17,0,0
5,0.587,"C Memorial Div 1",83,62,11,10
4,0.587,"C Memorial Div 1",156,78,51,27
3,0.587,"C Memorial Div 1",134,41,81,12
2,0.587,"C Memorial Div 1",70,14,49,7
1,0.587,"C Memorial Div 1",22,1,19,2
0,0.587,"C Memorial Div 1",2,0,2,0
6,0.476,"C Memorial Div 2",6,6,0,0
5,0.476,"C Memorial Div 2",30,25,4,1
4,0.476,"C Memorial Div 2",91,61,18,12
3,0.476,"C Memorial Div 2",135,62,53,20
2,0.476,"C Memorial Div 2",102,24,60,18
1,0.476,"C Memorial Div 2",46,4,35,7
0,0.476,"C Memorial Div 2",12,0,12,0
6,0.539,"C Meridian Div 1",13,11,0,2
5,0.539,"C Meridian Div 1",63,50,8,5
4,0.539,"C Meridian Div 1",105,63,25,17
3,0.539,"C Meridian Div 1",112,43,55,14
2,0.539,"C Meridian Div 1",80,11,60,9
1,0.539,"C Meridian Div 1",36,5,28,3
0,0.539,"C Meridian Div 1",7,0,7,0
6,0.521,"C Meridian Div 2",5,5,0,0
5,0.521,"C Meridian Div 2",43,39,2,2
4,0.521,"C Meridian Div 2",115,68,27,20
3,0.521,"C Meridian Div 2",141,53,62,26
2,0.521,"C Meridian Div 2",86,13,63,10
1,0.521,"C Meridian Div 2",34,5,26,3
0,0.521,"C Meridian Div 2",4,0,3,1
6,0.514,"C Metro",4,4,0,0
5,0.514,"C Metro",70,58,6,6
4,0.514,"C Metro",204,119,46,39
3,0.514,"C Metro",236,102,102,32
2,0.514,"C Metro",134,25,95,14
1,0.514,"C Metro",68,9,58,1
0,0.514,"C Metro",10,0,10,0
6,0.502,"C Midland Div 1",8,8,0,0
5,0.502,"C Midland Div 1",41,34,4,3
4,0.502,"C Midland Div 1",114,67,17,30
3,0.502,"C Midland Div 1",161,66,68,27
2,0.502,"C Midland Div 1",98,21,64,13
1,0.502,"C Midland Div 1",40,2,35,3
0,0.502,"C Midland Div 1",10,0,10,0
6,0.554,"C Midland Div 2",14,12,0,2
5,0.554,"C Midland Div 2",62,51,7,4
4,0.554,"C Midland Div 2",122,63,30,29
3,0.554,"C Midland Div 2",127,45,66,16
2,0.554,"C Midland Div 2",71,11,49,11
1,0.554,"C Midland Div 2",36,2,30,4
0,0.554,"C Midland Div 2",2,0,2,0
6,0.565,"C Morningstar",28,26,0,2
5,0.565,"C Morningstar",130,102,17,11
4,0.565,"C Morningstar",245,133,74,38
3,0.565,"C Morningstar",202,63,107,32
2,0.565,"C Morningstar",131,22,89,20
1,0.565,"C Morningstar",67,2,58,7
0,0.565,"C Morningstar",3,0,3,0
6,0.532,"C Pacific Div 1",11,10,0,1
5,0.532,"C Pacific Div 1",54,52,1,1
4,0.532,"C Pacific Div 1",168,95,52,21
3,0.532,"C Pacific Div 1",161,49,75,37
2,0.532,"C Pacific Div 1",101,22,65,14
1,0.532,"C Pacific Div 1",41,3,32,6
0,0.532,"C Pacific Div 1",6,0,6,0
6,0.540,"C Pacific Div 2",13,13,0,0
5,0.540,"C Pacific Div 2",70,55,11,4
4,0.540,"C Pacific Div 2",133,85,31,17
3,0.540,"C Pacific Div 2",173,51,96,26
2,0.540,"C Pacific Div 2",104,20,58,26
1,0.540,"C Pacific Div 2",33,3,27,3
0,0.540,"C Pacific Div 2",4,0,4,0
6,0.555,"C Piedmont",16,16,0,0
5,0.555,"C Piedmont",108,88,7,13
4,0.555,"C Piedmont",189,105,55,29
3,0.555,"C Piedmont",209,67,113,29
2,0.555,"C Piedmont",124,20,87,17
1,0.555,"C Piedmont",44,5,36,3
0,0.555,"C Piedmont",4,0,3,1
6,0.501,"C Plaza",12,12,0,0
5,0.501,"C Plaza",48,37,4,7
4,0.501,"C Plaza",139,80,38,21
3,0.501,"C Plaza",143,67,56,20
2,0.501,"C Plaza",112,28,77,7
1,0.501,"C Plaza",61,6,45,10
0,0.501,"C Plaza",11,0,10,1
6,0.509,"C Seaboard Div 1",8,8,0,0
5,0.509,"C Seaboard Div 1",43,36,1,6
4,0.509,"C Seaboard Div 1",98,62,24,12
3,0.509,"C Seaboard Div 1",149,60,67,22
2,0.509,"C Seaboard Div 1",91,19,60,12
1,0.509,"C Seaboard Div 1",39,3,32,4
0,0.509,"C Seaboard Div 1",4,0,4,0
6,0.491,"C Seaboard Div 2",3,3,0,0
5,0.491,"C Seaboard Div 2",35,29,2,4
4,0.491,"C Seaboard Div 2",110,72,22,16
3,0.491,"C Seaboard Div 2",129,51,61,17
2,0.491,"C Seaboard Div 2",110,25,65,20
1,0.491,"C Seaboard Div 2",39,6,28,5
0,0.491,"C Seaboard Div 2",8,0,8,0
6,0.547,"C Sequoia",23,23,0,0
5,0.547,"C Sequoia",112,80,12,20
4,0.547,"C Sequoia",206,116,68,22
3,0.547,"C Sequoia",252,99,128,25
2,0.547,"C Sequoia",155,32,104,19
1,0.547,"C Sequoia",49,5,38,6
0,0.547,"C Sequoia",5,0,5,0
6,0.500,"C Sierra",7,7,0,0
5,0.500,"C Sierra",88,78,3,7
4,0.500,"C Sierra",192,109,47,36
3,0.500,"C Sierra",254,101,116,37
2,0.500,"C Sierra",188,50,113,25
1,0.500,"C Sierra",81,3,56,22
0,0.500,"C Sierra",14,0,13,1
6,0.526,"C Skyline",19,19,0,0
5,0.526,"C Skyline",92,83,5,4
4,0.526,"C Skyline",206,132,59,15
3,0.526,"C Skyline",233,86,123,24
2,0.526,"C Skyline",163,29,110,24
1,0.526,"C Skyline",60,5,44,11
0,0.526,"C Skyline",13,0,13,0
6,0.568,"C Sugarloaf Div 1",12,12,0,0
5,0.568,"C Sugarloaf Div 1",98,74,6,18
4,0.568,"C Sugarloaf Div 1",165,86,58,21
3,0.568,"C Sugarloaf Div 1",166,54,87,25
2,0.568,"C Sugarloaf Div 1",80,11,53,16
1,0.568,"C Sugarloaf Div 1",31,1,26,4
0,0.568,"C Sugarloaf Div 1",8,0,8,0
6,0.602,"C Sugarloaf Div 2",14,12,0,2
5,0.602,"C Sugarloaf Div 2",114,81,14,19
4,0.602,"C Sugarloaf Div 2",174,87,67,20
3,0.602,"C Sugarloaf Div 2",143,39,83,21
2,0.602,"C Sugarloaf Div 2",59,8,43,8
1,0.602,"C Sugarloaf Div 2",24,2,20,2
0,0.602,"C Sugarloaf Div 2",2,0,2,0
6,0.546,"C Tundra Div 1",14,14,0,0
5,0.546,"C Tundra Div 1",72,60,4,8
4,0.546,"C Tundra Div 1",179,99,50,30
3,0.546,"C Tundra Div 1",162,55,80,27
2,0.546,"C Tundra Div 1",107,21,76,10
1,0.546,"C Tundra Div 1",37,0,32,5
0,0.546,"C Tundra Div 1",7,0,7,0
6,0.528,"C Tundra Div 2",12,12,0,0
5,0.528,"C Tundra Div 2",66,51,7,8
4,0.528,"C Tundra Div 2",120,69,39,12
3,0.528,"C Tundra Div 2",138,64,59,15
2,0.528,"C Tundra Div 2",125,22,83,20
1,0.528,"C Tundra Div 2",35,3,29,3
0,0.528,"C Tundra Div 2",4,0,4,0
6,0.437,"D Alpine Div 1",4,4,0,0
5,0.437,"D Alpine Div 1",31,29,2,0
4,0.437,"D Alpine Div 1",123,89,21,13
3,0.437,"D Alpine Div 1",160,75,60,25
2,0.437,"D Alpine Div 1",161,52,91,18
1,0.437,"D Alpine Div 1",100,12,72,16
0,0.437,"D Alpine Div 1",19,0,15,4
6,0.426,"D Alpine Div 2",4,4,0,0
5,0.426,"D Alpine Div 2",29,27,1,1
4,0.426,"D Alpine Div 2",109,74,22,13
3,0.426,"D Alpine Div 2",175,97,59,19
2,0.426,"D Alpine Div 2",172,53,101,18
1,0.426,"D Alpine Div 2",91,12,64,15
0,0.426,"D Alpine Div 2",30,0,20,10
5,0.417,"D Arcadia Div 1",38,34,2,2
4,0.417,"D Arcadia Div 1",109,78,12,19
3,0.417,"D Arcadia Div 1",196,108,60,28
2,0.417,"D Arcadia Div 1",199,62,112,25
1,0.417,"D Arcadia Div 1",105,14,71,20
0,0.417,"D Arcadia Div 1",45,0,39,6
6,0.470,"D Arcadia Div 2",4,4,0,0
5,0.470,"D Arcadia Div 2",54,45,6,3
4,0.470,"D Arcadia Div 2",138,89,29,20
3,0.470,"D Arcadia Div 2",212,92,80,40
2,0.470,"D Arcadia Div 2",176,50,104,22
1,0.470,"D Arcadia Div 2",73,11,56,6
0,0.470,"D Arcadia Div 2",17,0,16,1
6,0.423,"D Atlantic Div 1",5,5,0,0
5,0.423,"D Atlantic Div 1",21,21,0,0
4,0.423,"D Atlantic Div 1",108,82,15,11
3,0.423,"D Atlantic Div 1",180,84,66,30
2,0.423,"D Atlantic Div 1",167,49,93,25
1,0.423,"D Atlantic Div 1",110,20,68,22
0,0.423,"D Atlantic Div 1",21,0,19,2
6,0.421,"D Atlantic Div 2",3,3,0,0
5,0.421,"D Atlantic Div 2",18,15,0,3
4,0.421,"D Atlantic Div 2",99,72,12,15
3,0.421,"D Atlantic Div 2",151,71,60,20
2,0.421,"D Atlantic Div 2",156,43,78,35
1,0.421,"D Atlantic Div 2",89,19,53,17
0,0.421,"D Atlantic Div 2",22,0,20,2
6,0.448,"D Badlands Div 1",4,4,0,0
5,0.448,"D Badlands Div 1",47,41,1,5
4,0.448,"D Badlands Div 1",136,89,24,23
3,0.448,"D Badlands Div 1",205,106,77,22
2,0.448,"D Badlands Div 1",152,34,84,34
1,0.448,"D Badlands Div 1",115,18,82,15
0,0.448,"D Badlands Div 1",25,0,24,1
6,0.457,"D Badlands Div 2",12,12,0,0
5,0.457,"D Badlands Div 2",33,28,2,3
4,0.457,"D Badlands Div 2",127,90,21,16
3,0.457,"D Badlands Div 2",192,78,88,26
2,0.457,"D Badlands Div 2",149,50,85,14
1,0.457,"D Badlands Div 2",82,14,58,10
0,0.457,"D Badlands Div 2",23,0,18,5
6,0.447,"D Bayou Div 1",3,3,0,0
5,0.447,"D Bayou Div 1",49,40,3,6
4,0.447,"D Bayou Div 1",129,92,21,16
3,0.447,"D Bayou Div 1",192,89,80,23
2,0.447,"D Bayou Div 1",177,57,99,21
1,0.447,"D Bayou Div 1",100,13,74,13
0,0.447,"D Bayou Div 1",22,0,17,5
6,0.431,"D Bayou Div 2",3,3,0,0
5,0.431,"D Bayou Div 2",31,28,1,2
4,0.431,"D Bayou Div 2",108,71,23,14
3,0.431,"D Bayou Div 2",184,87,57,40
2,0.431,"D Bayou Div 2",177,49,90,38
1,0.431,"D Bayou Div 2",100,11,65,24
0,0.431,"D Bayou Div 2",19,0,13,6
6,0.424,"D Cascade Div 1",7,5,0,2
5,0.424,"D Cascade Div 1",39,32,4,3
4,0.424,"D Cascade Div 1",135,98,17,20
3,0.424,"D Cascade Div 1",236,116,72,48
2,0.424,"D Cascade Div 1",218,65,108,45
1,0.424,"D Cascade Div 1",159,13,105,41
0,0.424,"D Cascade Div 1",26,0,23,3
6,0.432,"D Cascade Div 2",6,6,0,0
5,0.432,"D Cascade Div 2",43,39,0,4
4,0.432,"D Cascade Div 2",124,85,22,17
3,0.432,"D Cascade Div 2",202,105,70,27
2,0.432,"D Cascade Div 2",230,64,122,44
1,0.432,"D Cascade Div 2",102,15,72,15
0,0.432,"D Cascade Div 2",33,0,28,5
6,0.515,"D Central Div 1",11,11,0,0
5,0.515,"D Central Div 1",59,52,4,3
4,0.515,"D Central Div 1",137,78,40,19
3,0.515,"D Central Div 1",156,59,73,24
2,0.515,"D Central Div 1",106,25,65,16
1,0.515,"D Central Div 1",48,4,36,8
0,0.515,"D Central Div 1",11,0,11,0
6,0.525,"D Central Div 2",11,9,0,2
5,0.525,"D Central Div 2",66,48,6,12
4,0.525,"D Central Div 2",128,84,31,13
3,0.525,"D Central Div 2",166,62,78,26
2,0.525,"D Central Div 2",104,21,70,13
1,0.525,"D Central Div 2",47,4,39,4
0,0.525,"D Central Div 2",4,0,4,0
6,0.451,"D Coastal Div 1",5,5,0,0
5,0.451,"D Coastal Div 1",27,24,2,1
4,0.451,"D Coastal Div 1",98,73,16,9
3,0.451,"D Coastal Div 1",132,60,51,21
2,0.451,"D Coastal Div 1",115,26,66,23
1,0.451,"D Coastal Div 1",66,8,47,11
0,0.451,"D Coastal Div 1",17,0,14,3
6,0.457,"D Coastal Div 2",6,5,0,1
5,0.457,"D Coastal Div 2",37,29,1,7
4,0.457,"D Coastal Div 2",79,60,15,4
3,0.457,"D Coastal Div 2",155,70,58,27
2,0.457,"D Coastal Div 2",130,32,75,23
1,0.457,"D Coastal Div 2",64,8,45,11
0,0.457,"D Coastal Div 2",11,0,10,1
6,0.475,"D Continental Div 1",8,8,0,0
5,0.475,"D Continental Div 1",54,47,4,3
4,0.475,"D Continental Div 1",147,92,33,22
3,0.475,"D Continental Div 1",196,95,74,27
2,0.475,"D Continental Div 1",181,38,105,38
1,0.475,"D Continental Div 1",72,5,57,10
0,0.475,"D Continental Div 1",14,0,12,2
6,0.462,"D Continental Div 2",9,9,0,0
5,0.462,"D Continental Div 2",43,33,6,4
4,0.462,"D Continental Div 2",137,101,17,19
3,0.462,"D Continental Div 2",209,88,95,26
2,0.462,"D Continental Div 2",155,43,85,27
1,0.462,"D Continental Div 2",93,15,67,11
0,0.462,"D Continental Div 2",20,0,19,1
6,0.417,"D Corridor Div 1",1,1,0,0
5,0.417,"D Corridor Div 1",26,25,1,0
4,0.417,"D Corridor Div 1",92,71,13,8
3,0.417,"D Corridor Div 1",179,80,58,41
2,0.417,"D Corridor Div 1",158,56,88,14
1,0.417,"D Corridor Div 1",94,16,67,11
0,0.417,"D Corridor Div 1",28,0,22,6
6,0.395,"D Corridor Div 2",3,3,0,0
5,0.395,"D Corridor Div 2",22,19,0,3
4,0.395,"D Corridor Div 2",85,64,14,7
3,0.395,"D Corridor Div 2",158,83,45,30
2,0.395,"D Corridor Div 2",186,57,88,41
1,0.395,"D Corridor Div 2",105,20,65,20
0,0.395,"D Corridor Div 2",41,0,34,7
6,0.482,"D Fjord Div 1",5,5,0,0
5,0.482,"D Fjord Div 1",32,27,3,2
4,0.482,"D Fjord Div 1",122,85,21,16
3,0.482,"D Fjord Div 1",173,76,67,30
2,0.482,"D Fjord Div 1",132,27,88,17
1,0.482,"D Fjord Div 1",51,6,39,6
0,0.482,"D Fjord Div 1",9,0,8,1
6,0.455,"D Fjord Div 2",5,5,0,0
5,0.455,"D Fjord Div 2",40,37,3,0
4,0.455,"D Fjord Div 2",90,69,8,13
3,0.455,"D Fjord Div 2",165,77,51,37
2,0.455,"D Fjord Div 2",142,32,95,15
1,0.455,"D Fjord Div 2",72,7,58,7
0,0.455,"D Fjord Div 2",14,0,12,2
6,0.464,"D Frontier Div 1",6,4,0,2
5,0.464,"D Frontier Div 1",33,24,3,6
4,0.464,"D Frontier Div 1",103,75,18,10
3,0.464,"D Frontier Div 1",144,72,61,11
2,0.464,"D Frontier Div 1",142,44,89,9
1,0.464,"D Frontier Div 1",51,6,39,6
0,0.464,"D Frontier Div 1",15,0,15,0
6,0.416,"D Frontier Div 2",3,3,0,0
5,0.416,"D Frontier Div 2",32,29,1,2
4,0.416,"D Frontier Div 2",78,55,10,13
3,0.416,"D Frontier Div 2",139,76,46,17
2,0.416,"D Frontier Div 2",159,56,87,16
1,0.416,"D Frontier Div 2",90,13,65,12
0,0.416,"D Frontier Div 2",25,0,23,2
6,0.383,"D Highland Div 1",1,1,0,0
5,0.383,"D Highland Div 1",23,23,0,0
4,0.383,"D Highland Div 1",64,50,7,7
3,0.383,"D Highland Div 1",137,75,37,25
2,0.383,"D Highland Div 1",179,69,81,29
1,0.383,"D Highland Div 1",112,16,83,13
0,0.383,"D Highland Div 1",30,0,26,4
6,0.381,"D Highland Div 2",2,2,0,0
5,0.381,"D Highland Div 2",20,19,0,1
4,0.381,"D Highland Div 2",101,74,16,11
3,0.381,"D Highland Div 2",182,96,47,39
2,0.381,"D Highland Div 2",209,75,93,41
1,0.381,"D Highland Div 2",148,28,100,20
0,0.381,"D Highland Div 2",52,0,38,14
6,0.435,"D Horizon Div 1",3,3,0,0
5,0.435,"D Horizon Div 1",31,25,4,2
4,0.435,"D Horizon Div 1",120,89,18,13
3,0.435,"D Horizon Div 1",198,99,69,30
2,0.435,"D Horizon Div 1",158,43,94,21
1,0.435,"D Horizon Div 1",105,19,71,15
0,0.435,"D Horizon Div 1",23,0,22,1
6,0.455,"D Horizon Div 2",4,4,0,0
5,0.455,"D Horizon Div 2",41,38,2,1
4,0.455,"D Horizon Div 2",129,87,28,14
3,0.455,"D Horizon Div 2",191,96,69,26
2,0.455,"D Horizon Div 2",143,27,87,29
1,0.455,"D Horizon Div 2",87,12,56,19
0,0.455,"D Horizon Div 2",25,0,22,3
6,0.417,"D Laguna Div 1",2,2,0,0
5,0.417,"D Laguna Div 1",30,29,1,0
4,0.417,"D Laguna Div 1",95,64,15,16
3,0.417,"D Laguna Div 1",190,106,66,18
2,0.417,"D Laguna Div 1",168,56,88,24
1,0.417,"D Laguna Div 1",108,11,74,23
0,0.417,"D Laguna Div 1",33,0,24,9
6,0.414,"D Laguna Div 2",3,3,0,0
5,0.414,"D Laguna Div 2",26,23,2,1
4,0.414,"D Laguna Div 2",101,72,15,14
3,0.414,"D Laguna Div 2",178,99,55,24
2,0.414,"D Laguna Div 2",171,54,97,20
1,0.414,"D Laguna Div 2",113,25,80,8
0,0.414,"D Laguna Div 2",30,0,27,3
6,0.462,"D Magnolia Div 1",8,8,0,0
5,0.462,"D Magnolia Div 1",60,48,5,7
4,0.462,"D Magnolia Div 1",107,82,19,6
3,0.462,"D Magnolia Div 1",186,82,75,29
2,0.462,"D Magnolia Div 1",171,41,101,29
1,0.462,"D Magnolia Div 1",75,12,52,11
0,0.462,"D Magnolia Div 1",25,0,21,4
6,0.463,"D Magnolia Div 2",8,8,0,0
5,0.463,"D Magnolia Div 2",38,34,2,2
4,0.463,"D Magnolia Div 2",111,59,25,27
3,0.463,"D Magnolia Div 2",182,84,65,33
2,0.463,"D Magnolia Div 2",140,40,79,21
1,0.463,"D Magnolia Div 2",70,11,49,10
0,0.463,"D Magnolia Div 2",17,0,16,1
6,0.446,"D Magnolia Div 3",6,6,0,0
5,0.446,"D Magnolia Div 3",33,32,1,0
4,0.446,"D Magnolia Div 3",91,59,24,8
3,0.446,"D Magnolia Div 3",171,85,66,20
2,0.446,"D Magnolia Div 3",122,41,70,11
1,0.446,"D Magnolia Div 3",68,8,46,14
0,0.446,"D Magnolia Div 3",25,0,24,1
6,0.451,"D Maritime Div 1",3,3,0,0
5,0.451,"D Maritime Div 1",38,33,1,4
4,0.451,"D Maritime Div 1",144,103,29,12
3,0.451,"D Maritime Div 1",200,87,69,44
2,0.451,"D Maritime Div 1",148,42,86,20
1,0.451,"D Maritime Div 1",95,12,69,14
0,0.451,"D Maritime Div 1",28,0,26,2
6,0.447,"D Maritime Div 2",6,6,0,0
5,0.447,"D Maritime Div 2",32,27,2,3
4,0.447,"D Maritime Div 2",108,80,13,15
3,0.447,"D Maritime Div 2",149,71,61,17
2,0.447,"D Maritime Div 2",153,39,92,22
1,0.447,"D Maritime Div 2",70,12,47,11
0,0.447,"D Maritime Div 2",22,0,20,2
6,0.482,"D Memorial Div 1",9,9,0,0
5,0.482,"D Memorial Div 1",39,34,2,3
4,0.482,"D Memorial Div 1",165,104,33,28
3,0.482,"D Memorial Div 1",233,99,99,35
2,0.482,"D Memorial Div 1",144,35,87,22
1,0.482,"D Memorial Div 1",84,10,59,15
0,0.482,"D Memorial Div 1",14,0,11,3
