TCA,Wins,Matches,RundleQPct,Level,Rundle
6,70,82,0.736,A,"A Alpine"
6,78,114,0.737,A,"A Arcadia"
6,58,60,0.682,A,"A Atlantic"
6,122,168,0.805,A,"A Badlands"
6,104,176,0.794,A,"A Bayou"
6,121,169,0.786,A,"A Cascade"
6,109,161,0.792,A,"A Central"
6,82,101,0.734,A,"A Coastal"
6,133,196,0.807,A,"A Continental"
6,89,119,0.741,A,"A Corridor"
6,97,131,0.765,A,"A Fjord"
6,117,144,0.774,A,"A Frontier"
6,103,129,0.741,A,"A Highland"
6,115,164,0.792,A,"A Horizon"
6,111,156,0.786,A,"A Laguna"
6,85,106,0.744,A,"A Magnolia"
6,119,134,0.764,A,"A Maritime"
6,70,93,0.733,A,"A Memorial"
6,65,80,0.707,A,"A Meridian"
6,73,96,0.708,A,"A Metro"
6,99,135,0.774,A,"A Midland"
6,81,106,0.707,A,"A Morningstar"
6,90,105,0.719,A,"A Pacific"
6,105,148,0.776,A,"A Piedmont"
6,77,96,0.717,A,"A Plaza"
6,52,53,0.676,A,"A Seaboard"
6,100,137,0.762,A,"A Sequoia"
6,63,74,0.703,A,"A Sierra"
6,75,97,0.736,A,"A Skyline"
6,92,128,0.748,A,"A Sugarloaf"
6,106,136,0.756,A,"A Tundra"
6,22,25,0.618,B,"B Alpine"
6,32,37,0.648,B,"B Arcadia"
6,47,52,0.638,B,"B Atlantic"
6,53,61,0.678,B,"B Badlands"
6,58,63,0.673,B,"B Bayou"
6,39,44,0.634,B,"B Cascade"
6,50,62,0.693,B,"B Central"
6,28,30,0.634,B,"B Coastal"
6,43,52,0.664,B,"B Continental"
6,15,17,0.569,B,"B Corridor"
6,40,40,0.634,B,"B Fjord"
6,39,45,0.651,B,"B Frontier"
6,22,22,0.574,B,"B Highland"
6,35,37,0.631,B,"B Horizon"
6,38,47,0.656,B,"B Laguna"
6,84,102,0.737,B,"B Magnolia"
6,35,39,0.630,B,"B Maritime"
6,20,21,0.565,B,"B Memorial"
6,38,43,0.642,B,"B Meridian"
6,17,19,0.557,B,"B Metro"
6,28,30,0.620,B,"B Midland"
6,44,48,0.644,B,"B Morningstar"
6,48,56,0.660,B,"B Pacific"
6,31,33,0.641,B,"B Piedmont"
6,22,22,0.610,B,"B Plaza"
6,18,18,0.562,B,"B Seaboard"
6,42,45,0.612,B,"B Sequoia"
6,31,33,0.614,B,"B Sierra"
6,21,26,0.617,B,"B Skyline"
6,30,32,0.617,B,"B Sugarloaf"
6,33,35,0.625,B,"B Tundra"
6,5,5,0.529,C,"C Alpine Div 1"
6,8,8,0.540,C,"C Alpine Div 2"
6,26,26,0.565,C,"C Arcadia Div 1"
6,17,20,0.573,C,"C Arcadia Div 2"
6,1,1,0.455,C,"C Atlantic Div 1"
6,4,6,0.504,C,"C Atlantic Div 2"
6,9,9,0.539,C,"C Badlands Div 1"
6,6,6,0.554,C,"C Badlands Div 2"
6,13,13,0.552,C,"C Bayou Div 1"
6,18,18,0.544,C,"C Bayou Div 2"
6,14,16,0.551,C,"C Cascade Div 1"
6,10,12,0.514,C,"C Cascade Div 2"
6,20,22,0.592,C,"C Central"
6,9,9,0.550,C,"C Coastal"
6,18,18,0.573,C,"C Continental Div 1"
6,10,10,0.539,C,"C Continental Div 2"
6,3,3,0.480,C,"C Corridor Div 1"
6,4,4,0.459,C,"C Corridor Div 2"
6,12,13,0.524,C,"C Fjord"
6,16,16,0.563,C,"C Frontier"
6,4,4,0.485,C,"C Highland Div 1"
6,7,7,0.485,C,"C Highland Div 2"
6,8,10,0.537,C,"C Horizon Div 1"
6,11,13,0.568,C,"C Horizon Div 2"
6,13,13,0.549,C,"C Laguna Div 1"
6,8,8,0.532,C,"C Laguna Div 2"
6,18,18,0.554,C,"C Magnolia Div 1"
6,15,15,0.563,C,"C Magnolia Div 2"
6,8,8,0.521,C,"C Maritime"
6,17,17,0.587,C,"C Memorial Div 1"
6,6,6,0.476,C,"C Memorial Div 2"
6,11,13,0.539,C,"C Meridian Div 1"
6,5,5,0.521,C,"C Meridian Div 2"
6,4,4,0.514,C,"C Metro"
6,8,8,0.502,C,"C Midland Div 1"
6,12,14,0.554,C,"C Midland Div 2"
6,28,30,0.565,C,"C Morningstar"
6,10,11,0.532,C,"C Pacific Div 1"
6,13,13,0.540,C,"C Pacific Div 2"
6,16,16,0.555,C,"C Piedmont"
6,12,12,0.501,C,"C Plaza"
6,8,8,0.509,C,"C Seaboard Div 1"
6,4,4,0.491,C,"C Seaboard Div 2"
6,24,24,0.547,C,"C Sequoia"
6,8,8,0.500,C,"C Sierra"
6,19,19,0.526,C,"C Skyline"
6,12,12,0.568,C,"C Sugarloaf Div 1"
6,12,14,0.602,C,"C Sugarloaf Div 2"
6,14,14,0.546,C,"C Tundra Div 1"
6,13,13,0.528,C,"C Tundra Div 2"
6,4,4,0.437,D,"D Alpine Div 1"
6,4,4,0.426,D,"D Alpine Div 2"
6,1,1,0.417,D,"D Arcadia Div 1"
6,4,4,0.470,D,"D Arcadia Div 2"
6,5,5,0.423,D,"D Atlantic Div 1"
6,3,3,0.421,D,"D Atlantic Div 2"
6,4,4,0.448,D,"D Badlands Div 1"
6,12,12,0.457,D,"D Badlands Div 2"
6,3,3,0.447,D,"D Bayou Div 1"
6,3,3,0.431,D,"D Bayou Div 2"
6,5,7,0.424,D,"D Cascade Div 1"
6,7,7,0.432,D,"D Cascade Div 2"
6,11,11,0.515,D,"D Central Div 1"
6,9,11,0.525,D,"D Central Div 2"
6,5,5,0.451,D,"D Coastal Div 1"
6,5,6,0.457,D,"D Coastal Div 2"
6,8,8,0.475,D,"D Continental Div 1"
6,9,9,0.462,D,"D Continental Div 2"
6,1,1,0.417,D,"D Corridor Div 1"
6,3,3,0.395,D,"D Corridor Div 2"
6,5,5,0.482,D,"D Fjord Div 1"
6,5,5,0.455,D,"D Fjord Div 2"
6,4,6,0.464,D,"D Frontier Div 1"
6,3,3,0.416,D,"D Frontier Div 2"
6,1,1,0.383,D,"D Highland Div 1"
6,2,2,0.381,D,"D Highland Div 2"
6,3,3,0.435,D,"D Horizon Div 1"
6,4,4,0.455,D,"D Horizon Div 2"
6,2,2,0.417,D,"D Laguna Div 1"
6,3,3,0.414,D,"D Laguna Div 2"
6,8,8,0.462,D,"D Magnolia Div 1"
6,8,8,0.463,D,"D Magnolia Div 2"
6,6,6,0.446,D,"D Magnolia Div 3"
6,3,3,0.451,D,"D Maritime Div 1"
6,8,8,0.447,D,"D Maritime Div 2"
6,9,9,0.482,D,"D Memorial Div 1"
6,2,2,0.401,D,"D Memorial Div 2"
6,7,7,0.441,D,"D Meridian Div 1"
6,6,6,0.444,D,"D Meridian Div 2"
6,4,4,0.417,D,"D Metro Div 1"
6,2,2,0.404,D,"D Metro Div 2"
6,5,5,0.446,D,"D Midland Div 1"
6,3,3,0.420,D,"D Midland Div 2"
6,4,4,0.438,D,"D Morningstar Div 1"
6,6,6,0.492,D,"D Morningstar Div 2"
6,5,5,0.424,D,"D Pacific Div 1"
6,4,4,0.457,D,"D Pacific Div 2"
6,4,4,0.453,D,"D Piedmont Div 1"
6,5,5,0.457,D,"D Piedmont Div 2"
6,3,3,0.463,D,"D Plaza Div 1"
6,2,2,0.438,D,"D Plaza Div 2"
6,1,1,0.417,D,"D Seaboard Div 1"
6,1,1,0.402,D,"D Seaboard Div 2"
6,3,3,0.419,D,"D Sequoia Div 1"
6,13,13,0.482,D,"D Sequoia Div 2"
6,4,4,0.465,D,"D Sierra Div 1"
6,14,14,0.481,D,"D Sierra Div 2"
6,2,2,0.418,D,"D Skyline Div 1"
6,3,5,0.386,D,"D Skyline Div 2"
6,4,4,0.464,D,"D Sugarloaf Div 1"
6,8,8,0.483,D,"D Sugarloaf Div 2"
6,8,8,0.416,D,"D Tundra Div 1"
6,3,3,0.439,D,"D Tundra Div 2"
6,2,2,0.322,E,"E Alpine Div 2"
6,1,1,0.307,E,"E Atlantic Div 1"
6,3,3,0.319,E,"E Atlantic Div 2"
6,2,2,0.326,E,"E Badlands Div 1"
6,1,1,0.343,E,"E Badlands Div 2"
6,1,1,0.306,E,"E Bayou Div 2"
6,1,1,0.291,E,"E Cascade Div 1"
6,1,2,0.314,E,"E Cascade Div 3"
6,3,3,0.407,E,"E Central Div 1"
6,1,1,0.288,E,"E Coastal Div 1"
6,1,1,0.325,E,"E Corridor Div 1"
6,1,1,0.292,E,"E Fjord Div 2"
6,1,1,0.308,E,"E Frontier Div 1"
6,1,1,0.325,E,"E Frontier Div 2"
6,1,1,0.289,E,"E Highland Div 2"
6,1,1,0.301,E,"E Horizon Div 1"
6,1,1,0.312,E,"E Horizon Div 2"
6,1,1,0.320,E,"E Laguna Div 1"
6,1,1,0.306,E,"E Laguna Div 2"
6,1,1,0.297,E,"E Magnolia Div 1"
6,1,1,0.322,E,"E Maritime Div 2"
6,3,3,0.312,E,"E Memorial Div 1"
6,1,1,0.306,E,"E Meridian Div 1"
6,2,2,0.330,E,"E Meridian Div 2"
6,2,2,0.281,E,"E Metro Div 2"
6,3,3,0.331,E,"E Midland Div 1"
6,1,1,0.310,E,"E Midland Div 2"
6,1,1,0.335,E,"E Morningstar Div 2"
6,2,2,0.298,E,"E Piedmont Div 2"
6,4,4,0.322,E,"E Plaza"
6,1,1,0.320,E,"E Seaboard Div 1"
6,1,1,0.308,E,"E Seaboard Div 2"
6,1,1,0.317,E,"E Sequoia Div 1"
6,1,1,0.285,E,"E Skyline Div 1"
6,1,1,0.296,E,"E Skyline Div 2"
6,1,3,0.354,E,"E Sugarloaf Div 1"
6,1,1,0.290,E,"E Tundra Div 1"
6,1,1,0.344,E,"E Tundra Div 2"
6,8,8,0.394,R,"R Alpine Div 1"
6,15,17,0.450,R,"R Alpine Div 2"
6,15,16,0.466,R,"R Arcadia Div 1"
6,7,7,0.456,R,"R Arcadia Div 2"
6,18,20,0.456,R,"R Atlantic"
6,7,7,0.459,R,"R Badlands Div 1"
6,1,1,0.383,R,"R Badlands Div 2"
6,5,5,0.396,R,"R Bayou"
6,15,15,0.464,R,"R Cascade Div 1"
6,3,3,0.345,R,"R Cascade Div 2"
6,8,8,0.479,R,"R Central Div 1"
6,1,1,0.464,R,"R Central Div 2"
6,16,17,0.456,R,"R Coastal"
6,22,24,0.442,R,"R Continental"
6,2,2,0.340,R,"R Corridor Div 1"
6,8,8,0.423,R,"R Corridor Div 2"
6,7,7,0.398,R,"R Fjord"
6,7,7,0.383,R,"R Frontier"
6,9,9,0.425,R,"R Highland Div 1"
6,1,1,0.305,R,"R Highland Div 2"
6,1,1,0.354,R,"R Horizon Div 1"
6,17,21,0.432,R,"R Horizon Div 2"
6,2,2,0.370,R,"R Laguna Div 1"
6,17,21,0.452,R,"R Laguna Div 2"
6,26,26,0.484,R,"R Magnolia Div 1"
6,8,8,0.381,R,"R Magnolia Div 2"
6,18,23,0.457,R,"R Maritime"
6,15,16,0.422,R,"R Memorial Div 1"
6,2,2,0.380,R,"R Memorial Div 2"
6,4,4,0.384,R,"R Meridian Div 1"
6,10,11,0.462,R,"R Meridian Div 2"
6,6,6,0.385,R,"R Metro Div 1"
6,8,8,0.382,R,"R Metro Div 2"
6,5,5,0.365,R,"R Midland Div 1"
6,4,4,0.379,R,"R Midland Div 2"
6,10,10,0.423,R,"R Morningstar Div 1"
6,10,12,0.351,R,"R Morningstar Div 2"
6,3,3,0.385,R,"R Pacific Div 2"
6,9,9,0.393,R,"R Piedmont"
6,3,3,0.384,R,"R Plaza"
6,3,3,0.364,R,"R Seaboard Div 1"
6,8,8,0.381,R,"R Seaboard Div 2"
6,6,6,0.400,R,"R Sequoia Div 1"
6,4,4,0.371,R,"R Sequoia Div 2"
6,25,30,0.475,R,"R Sierra"
6,8,11,0.456,R,"R Skyline Div 1"
6,9,11,0.416,R,"R Sugarloaf Div 1"
6,3,3,0.419,R,"R Sugarloaf Div 2"
6,10,10,0.399,R,"R Tundra"
5,121,243,0.736,A,"A Alpine"
5,128,235,0.737,A,"A Arcadia"
5,136,205,0.682,A,"A Atlantic"
5,124,297,0.805,A,"A Badlands"
5,102,239,0.794,A,"A Bayou"
5,136,272,0.786,A,"A Cascade"
5,106,232,0.792,A,"A Central"
5,129,240,0.734,A,"A Coastal"
5,103,270,0.807,A,"A Continental"
5,99,205,0.741,A,"A Corridor"
5,115,242,0.765,A,"A Fjord"
5,99,229,0.774,A,"A Frontier"
5,117,222,0.741,A,"A Highland"
5,105,223,0.792,A,"A Horizon"
5,98,241,0.786,A,"A Laguna"
5,118,226,0.744,A,"A Magnolia"
5,125,256,0.764,A,"A Maritime"
5,136,231,0.733,A,"A Memorial"
5,138,232,0.707,A,"A Meridian"
5,110,191,0.708,A,"A Metro"
5,141,289,0.774,A,"A Midland"
5,104,184,0.707,A,"A Morningstar"
5,131,221,0.719,A,"A Pacific"
5,117,245,0.776,A,"A Piedmont"
5,123,203,0.717,A,"A Plaza"
5,115,184,0.676,A,"A Seaboard"
5,133,258,0.762,A,"A Sequoia"
5,116,203,0.703,A,"A Sierra"
5,119,228,0.736,A,"A Skyline"
5,118,235,0.748,A,"A Sugarloaf"
5,131,248,0.756,A,"A Tundra"
5,97,133,0.618,B,"B Alpine"
5,111,164,0.648,B,"B Arcadia"
5,98,151,0.638,B,"B Atlantic"
5,112,182,0.678,B,"B Badlands"
5,118,186,0.673,B,"B Bayou"
5,105,146,0.634,B,"B Cascade"
5,137,207,0.693,B,"B Central"
5,112,167,0.634,B,"B Coastal"
5,116,166,0.664,B,"B Continental"
5,75,100,0.569,B,"B Corridor"
5,104,141,0.634,B,"B Fjord"
5,99,151,0.651,B,"B Frontier"
5,82,108,0.574,B,"B Highland"
5,111,159,0.631,B,"B Horizon"
5,100,162,0.656,B,"B Laguna"
5,124,243,0.737,B,"B Magnolia"
5,101,131,0.630,B,"B Maritime"
5,64,87,0.565,B,"B Memorial"
5,112,157,0.642,B,"B Meridian"
5,70,88,0.557,B,"B Metro"
5,100,131,0.620,B,"B Midland"
5,94,152,0.644,B,"B Morningstar"
5,126,181,0.660,B,"B Pacific"
5,104,155,0.641,B,"B Piedmont"
5,104,134,0.610,B,"B Plaza"
5,74,102,0.562,B,"B Seaboard"
5,89,118,0.612,B,"B Sequoia"
5,102,132,0.614,B,"B Sierra"
5,98,132,0.617,B,"B Skyline"
5,89,128,0.617,B,"B Sugarloaf"
5,80,115,0.625,B,"B Tundra"
5,49,62,0.529,C,"C Alpine Div 1"
5,49,57,0.540,C,"C Alpine Div 2"
5,56,71,0.565,C,"C Arcadia Div 1"
5,75,89,0.573,C,"C Arcadia Div 2"
5,27,31,0.455,C,"C Atlantic Div 1"
5,39,43,0.504,C,"C Atlantic Div 2"
5,65,77,0.539,C,"C Badlands Div 1"
5,61,77,0.554,C,"C Badlands Div 2"
5,67,84,0.552,C,"C Bayou Div 1"
5,48,63,0.544,C,"C Bayou Div 2"
5,69,82,0.551,C,"C Cascade Div 1"
5,51,59,0.514,C,"C Cascade Div 2"
5,65,84,0.592,C,"C Central"
5,86,109,0.550,C,"C Coastal"
5,61,74,0.573,C,"C Continental Div 1"
5,45,54,0.539,C,"C Continental Div 2"
5,34,36,0.480,C,"C Corridor Div 1"
5,19,21,0.459,C,"C Corridor Div 2"
5,72,85,0.524,C,"C Fjord"
5,97,130,0.563,C,"C Frontier"
5,38,46,0.485,C,"C Highland Div 1"
5,26,31,0.485,C,"C Highland Div 2"
5,43,53,0.537,C,"C Horizon Div 1"
5,69,80,0.568,C,"C Horizon Div 2"
5,67,79,0.549,C,"C Laguna Div 1"
5,69,76,0.532,C,"C Laguna Div 2"
5,77,101,0.554,C,"C Magnolia Div 1"
5,84,113,0.563,C,"C Magnolia Div 2"
5,58,68,0.521,C,"C Maritime"
5,63,84,0.587,C,"C Memorial Div 1"
5,25,30,0.476,C,"C Memorial Div 2"
5,52,65,0.539,C,"C Meridian Div 1"
5,42,46,0.521,C,"C Meridian Div 2"
5,59,71,0.514,C,"C Metro"
5,35,42,0.502,C,"C Midland Div 1"
5,54,65,0.554,C,"C Midland Div 2"
5,103,131,0.565,C,"C Morningstar"
5,52,54,0.532,C,"C Pacific Div 1"
5,56,71,0.540,C,"C Pacific Div 2"
5,91,111,0.555,C,"C Piedmont"
5,38,49,0.501,C,"C Plaza"
5,37,44,0.509,C,"C Seaboard Div 1"
5,29,35,0.491,C,"C Seaboard Div 2"
5,83,115,0.547,C,"C Sequoia"
5,78,88,0.500,C,"C Sierra"
5,86,95,0.526,C,"C Skyline"
5,77,101,0.568,C,"C Sugarloaf Div 1"
5,81,114,0.602,C,"C Sugarloaf Div 2"
5,62,74,0.546,C,"C Tundra Div 1"
5,54,69,0.528,C,"C Tundra Div 2"
5,30,32,0.437,D,"D Alpine Div 1"
5,28,30,0.426,D,"D Alpine Div 2"
5,36,40,0.417,D,"D Arcadia Div 1"
5,46,55,0.470,D,"D Arcadia Div 2"
5,23,23,0.423,D,"D Atlantic Div 1"
5,17,20,0.421,D,"D Atlantic Div 2"
5,43,49,0.448,D,"D Badlands Div 1"
5,28,33,0.457,D,"D Badlands Div 2"
5,41,50,0.447,D,"D Bayou Div 1"
5,28,31,0.431,D,"D Bayou Div 2"
5,33,40,0.424,D,"D Cascade Div 1"
5,40,44,0.432,D,"D Cascade Div 2"
5,53,60,0.515,D,"D Central Div 1"
5,49,67,0.525,D,"D Central Div 2"
5,24,27,0.451,D,"D Coastal Div 1"
5,29,37,0.457,D,"D Coastal Div 2"
5,50,57,0.475,D,"D Continental Div 1"
5,35,45,0.462,D,"D Continental Div 2"
5,25,26,0.417,D,"D Corridor Div 1"
5,22,25,0.395,D,"D Corridor Div 2"
5,29,34,0.482,D,"D Fjord Div 1"
5,37,40,0.455,D,"D Fjord Div 2"
5,24,33,0.464,D,"D Frontier Div 1"
5,29,32,0.416,D,"D Frontier Div 2"
5,24,24,0.383,D,"D Highland Div 1"
5,19,20,0.381,D,"D Highland Div 2"
5,27,33,0.435,D,"D Horizon Div 1"
5,39,42,0.455,D,"D Horizon Div 2"
5,31,32,0.417,D,"D Laguna Div 1"
5,23,26,0.414,D,"D Laguna Div 2"
5,49,61,0.462,D,"D Magnolia Div 1"
5,36,40,0.463,D,"D Magnolia Div 2"
5,32,33,0.446,D,"D Magnolia Div 3"
5,33,38,0.451,D,"D Maritime Div 1"
5,28,33,0.447,D,"D Maritime Div 2"
5,38,43,0.482,D,"D Memorial Div 1"
5,21,22,0.401,D,"D Memorial Div 2"
5,26,28,0.441,D,"D Meridian Div 1"
5,39,40,0.444,D,"D Meridian Div 2"
5,22,22,0.417,D,"D Metro Div 1"
5,15,16,0.404,D,"D Metro Div 2"
5,32,40,0.446,D,"D Midland Div 1"
5,29,31,0.420,D,"D Midland Div 2"
5,28,31,0.438,D,"D Morningstar Div 1"
5,51,57,0.492,D,"D Morningstar Div 2"
5,19,21,0.424,D,"D Pacific Div 1"
5,28,35,0.457,D,"D Pacific Div 2"
5,43,48,0.453,D,"D Piedmont Div 1"
5,25,28,0.457,D,"D Piedmont Div 2"
5,22,23,0.463,D,"D Plaza Div 1"
5,15,15,0.438,D,"D Plaza Div 2"
5,30,33,0.417,D,"D Seaboard Div 1"
5,26,26,0.402,D,"D Seaboard Div 2"
5,26,26,0.419,D,"D Sequoia Div 1"
5,48,56,0.482,D,"D Sequoia Div 2"
5,37,41,0.465,D,"D Sierra Div 1"
5,40,49,0.481,D,"D Sierra Div 2"
5,25,29,0.418,D,"D Skyline Div 1"
5,30,32,0.386,D,"D Skyline Div 2"
5,48,52,0.464,D,"D Sugarloaf Div 1"
5,49,57,0.483,D,"D Sugarloaf Div 2"
5,18,23,0.416,D,"D Tundra Div 1"
5,30,38,0.439,D,"D Tundra Div 2"
5,5,5,0.278,E,"E Alpine Div 1"
5,12,12,0.322,E,"E Alpine Div 2"
5,10,10,0.328,E,"E Arcadia Div 1"
5,7,7,0.282,E,"E Arcadia Div 2"
5,19,23,0.307,E,"E Atlantic Div 1"
5,8,8,0.319,E,"E Atlantic Div 2"
5,7,7,0.326,E,"E Badlands Div 1"
5,8,8,0.343,E,"E Badlands Div 2"
5,2,2,0.287,E,"E Bayou Div 1"
5,11,11,0.306,E,"E Bayou Div 2"
5,5,5,0.291,E,"E Cascade Div 1"
5,3,3,0.281,E,"E Cascade Div 2"
5,11,12,0.314,E,"E Cascade Div 3"
5,25,27,0.407,E,"E Central Div 1"
5,11,11,0.317,E,"E Central Div 2"
5,4,5,0.288,E,"E Coastal Div 1"
5,8,8,0.331,E,"E Coastal Div 2"
5,12,16,0.314,E,"E Continental Div 1"
5,14,16,0.324,E,"E Continental Div 2"
5,14,14,0.325,E,"E Corridor Div 1"
5,4,4,0.281,E,"E Corridor Div 2"
5,18,22,0.364,E,"E Fjord Div 1"
5,7,7,0.292,E,"E Fjord Div 2"
5,19,19,0.308,E,"E Frontier Div 1"
5,6,6,0.325,E,"E Frontier Div 2"
5,4,4,0.292,E,"E Highland Div 1"
5,4,5,0.289,E,"E Highland Div 2"
5,5,6,0.301,E,"E Horizon Div 1"
